SIPRI Transfers Database 


 Database search results for buyer 'All Countries' and seller  'All Countries' and the years from 2011 to 2021 - (created: 11-03-2023)

Deal ID;Seller;Buyer;Designation;Description;Armament category;Order date;Order date is estimate;Numbers delivered;Numbers delivered is estimate;Delivery year;Delivery year is estimate;Status;SIPRI estimate;TIV deal unit;TIV delivery values;Local production
55828;United States;Nigeria;Power Stroke;diesel engine;Engines;2016;No;10;Yes;2017;No;New;0.0400;0.0400;0.4;No
61287;United States;Nigeria;VT-400;diesel engine;Engines;2016;No;25;Yes;2017;No;New;0.0800;0.0800;2;No
53497;Turkey;Malaysia;Pars IFV-30;IFV;Armoured vehicles;2011;No;16;Yes;2017;No;New;0.7200;0.7200;11.52;Yes
54411;China;Pakistan;LT-2;guided bomb;Missiles;2008;Yes;70;Yes;2017;Yes;New;0.0200;0.0200;1.4;No
36019;Germany;Spain;MTU-183;diesel engine;Engines;2003;No;10;Yes;2017;No;New;0.1000;0.1000;1;No
36019;Germany;Spain;MTU-183;diesel engine;Engines;2003;No;10;Yes;2015;No;New;0.1000;0.1000;1;No
36019;Germany;Spain;MTU-183;diesel engine;Engines;2003;No;10;Yes;2014;No;New;0.1000;0.1000;1;No
54591;France;Nigeria;FPB-72;patrol craft;Ships;2011;Yes;3;No;2012;No;New;3.6000;3.6000;10.8;No
60708;France;Nigeria;FPB-72;patrol craft;Ships;2017;Yes;2;No;2017;No;New;3.6000;3.6000;7.2;No
60335;Austria;Latvia;M-109A5 155mm;self-propelled gun;Artillery;2017;No;39;Yes;2017;No;Second hand;1.2500;0.5;19.5;No
61374;China;Mali;Y-12;light transport ac;Aircraft;2016;Yes;2;No;2017;No;New;2.0000;2.0000;4;No
51965;Russia;Serbia;MiG-29;fighter aircraft;Aircraft;2016;No;1;No;2017;No;Second hand;20.6500;8.26;8.26;No
60612;Russia;Serbia;MiG-29S;FGA aircraft;Aircraft;2016;No;5;No;2017;No;Second hand;28.5000;11.4;57;No
56196;Belarus;Sudan;Su-24;bomber aircraft;Aircraft;2012;No;2;No;2016;No;Second hand;35.0000;14;28;No
60166;Belarus;Sudan;BTR-70;APC;Armoured vehicles;2014;Yes;38;No;2016;No;Second hand;0.3000;0.12;4.56;No
61386;Belarus;Angola;D-20 152mm;towed gun;Artillery;2015;Yes;18;No;2016;No;Second hand;0.5000;0.2;3.6;No
61387;Belarus;Turkmenistan;BM-21 Grad 122mm;self-propelled MRL;Artillery;2015;Yes;6;No;2016;No;Second hand;0.4500;0.18;1.08;No
60141;Germany;United Kingdom;EC145;light helicopter;Aircraft;2015;No;3;Yes;2017;No;New;3.2500;3.2500;9.75;No
59172;France;Botswana;MILAN;anti-tank missile;Missiles;2015;No;150;Yes;2016;No;New;0.0100;0.0100;1.5;No
59447;Italy;Angola;AW139;helicopter;Aircraft;2015;No;2;Yes;2017;No;New;6.0000;6.0000;12;No
59487;Russia;Egypt;9M120 Ataka;anti-tank missile;Missiles;2015;Yes;300;Yes;2017;Yes;New;0.0400;0.0400;12;No
59488;Russia;Egypt;Vikhr;anti-tank missile;Missiles;2015;Yes;300;Yes;2017;Yes;New;0.0500;0.0500;15;No
59982;France;Nigeria;SA-342 Gazelle;light helicopter;Aircraft;2013;Yes;3;No;2013;No;Second hand;0.8500;0.34;1.02;No
61341;Austria;Nigeria;DA40;light aircraft;Aircraft;2016;Yes;5;Yes;2017;No;New;0.1500;0.1500;0.75;No
60322;Spain;Bangladesh;C-295;transport aircraft;Aircraft;2016;No;1;No;2017;No;New;12.0000;12.0000;12;No
60323;Canada;Bangladesh;PW100;turboprop/turboshaft;Engines;2016;No;2;No;2017;No;New;1.0000;1.0000;2;No
59604;Russia;China;AL-41F;turbofan;Engines;2015;No;4;Yes;2017;Yes;New;3.7500;3.7500;15;No
35702;Ukraine;China;AI-222;turbofan;Engines;2011;No;2;Yes;2013;No;New;1.2000;1.2000;2.4;No
61408;United States;Pakistan;Cessna-208 Caravan;light transport ac;Aircraft;2014;No;1;No;2015;No;New;1.0000;1.0000;1;No
61409;United States;Pakistan;Cessna-208 Caravan;light transport ac;Aircraft;2015;Yes;2;No;2016;No;New;1.0000;1.0000;2;No
39402;Russia;China;AK-176 76mm;naval gun;Naval weapons;2004;Yes;2;No;2017;No;New;2.5000;2.5000;5;Yes
39401;Russia;China;Mineral;sea search radar;Sensors;2004;Yes;2;No;2017;No;New;5.0000;5.0000;10;Yes
52244;Germany;Malaysia;BFM-2015;diesel engine;Engines;2010;No;49;Yes;2017;No;New;0.0800;0.0800;3.92;No
35562;Germany;China;BF8L;diesel engine;Engines;1981;Yes;50;Yes;2017;Yes;New;0.0600;0.0600;3;Yes
57968;Germany;Qatar;Dingo-2;APC;Armoured vehicles;2014;Yes;13;Yes;2017;Yes;New;0.2500;0.2500;3.25;No
60289;Germany;Thailand;IRIS-T;BVRAAM;Missiles;2014;Yes;30;Yes;2015;Yes;New;0.2000;0.2000;6;No
38820;Israel;India;EL/M-2221 STGR;fire control radar;Sensors;2010;Yes;1;No;2017;No;New;4.7500;4.7500;4.75;No
60547;Russia;India;AK-630 30mm;naval gun;Naval weapons;2003;Yes;2;No;2017;No;New;1.0000;1.0000;2;No
60549;France;India;PA6;diesel engine;Engines;2003;Yes;4;No;2017;No;New;2.5000;2.5000;10;Yes
32031;France;India;Scorpene;submarine;Ships;2005;No;1;No;2017;No;New;299.2000;299.2000;299.2;Yes
59731;China;Thailand;VT-4;tank;Armoured vehicles;2016;No;28;No;2017;No;New;4.5000;4.5000;126;No
30942;United States;United Kingdom;F-35B Lightning-2;FGA aircraft;Aircraft;2006;Yes;9;Yes;2017;No;New;60.0000;60.0000;540;Yes
58145;Netherlands;Estonia;BPz-2;ARV;Armoured vehicles;2014;No;1;Yes;2017;Yes;Second hand;1.4000;0.56;0.56;No
58146;Netherlands;Estonia;BrPz-1 Biber;ABL;Armoured vehicles;2014;No;2;Yes;2017;Yes;Second hand;1.0000;0.4;0.8;No
58147;Netherlands;Estonia;PiPz-1;AEV;Armoured vehicles;2014;No;2;Yes;2017;Yes;Second hand;1.7500;0.7;1.4;No
58436;United States;Egypt;AGM-114K HELLFIRE;anti-tank missile;Missiles;2015;No;178;Yes;2017;Yes;New;0.0500;0.0500;8.9;No
55054;United States;Japan;AQS-24;MCM sonar;Sensors;2011;No;1;Yes;2017;Yes;New;5.0000;5.0000;5;No
56752;Netherlands;Indonesia;SIGMA-105;frigate;Ships;2013;No;1;No;2017;No;New;224.5000;224.5000;224.5;Yes
59574;Greece;Canada;Asterix;cargo ship;Ships;2015;No;1;No;2017;Yes;Second hand;75.0000;30;30;No
60548;Russia;India;RBU-6000;ASW MRL;Naval weapons;2003;Yes;2;No;2017;No;New;3.5000;3.5000;7;Yes
38816;Italy;India;Super Rapid 76mm;naval gun;Naval weapons;2003;Yes;1;No;2017;No;New;2.7500;2.7500;2.75;Yes
61431;Unknown supplier(s);Iraq;Red Arrow-8;anti-tank missile;Missiles;2014;Yes;100;Yes;2014;No;New;0.0100;0.0100;1;No
28509;United States;Taiwan;C-9;diesel engine;Engines;2005;Yes;100;Yes;2017;No;New;0.0800;0.0800;8;No
60289;Germany;Thailand;IRIS-T;BVRAAM;Missiles;2014;Yes;40;Yes;2016;Yes;New;0.2000;0.2000;8;No
57601;Israel;Azerbaijan;Spike-NLOS;SSM/ASM;Missiles;2013;Yes;60;Yes;2017;Yes;New;0.1500;0.1500;9;No
59130;United States;Bahrain;GMLRS;guided rocket;Missiles;2015;No;24;Yes;2017;Yes;New;0.0800;0.0800;1.92;No
60045;Norway;United States;Protector MC;IFV turret;Other;2016;No;10;Yes;2017;No;New;0.6000;0.6000;6;Yes
38151;Italy;Slovakia;C-27J Spartan;transport aircraft;Aircraft;2014;No;1;No;2017;No;New;16.0000;16.0000;16;No
50830;United States;Slovakia;AE-2100;turboprop;Engines;2014;No;2;No;2017;No;New;1.5000;1.5000;3;No
60569;United States;South Korea;LM-500;gas turbine;Engines;2015;Yes;2;No;2017;No;New;2.0000;2.0000;4;No
60571;United States;South Korea;C32;diesel engine;Engines;2015;Yes;2;No;2017;No;New;0.2400;0.2400;0.48;No
58325;Italy;Lebanon;LMV;APV;Armoured vehicles;2014;No;15;Yes;2017;Yes;New;0.1500;0.1500;2.25;No
61334;Slovakia;Cameroon;Mi-24V/Mi-35;combat helicopter;Aircraft;2014;Yes;2;No;2016;No;Second hand;8.5000;3.4;6.8;No
61443;Poland;Indonesia;Grom-2;portable SAM;Missiles;2016;No;14;No;2016;No;New;0.0800;0.0800;1.12;No
56746;France;Niger;Tétras;light aircraft;Aircraft;2009;Yes;2;Yes;2014;Yes;New;0.1000;0.1000;0.2;No
56746;France;Niger;Tétras;light aircraft;Aircraft;2009;Yes;2;Yes;2011;Yes;New;0.1000;0.1000;0.2;No
59650;China;Laos;LE-500 Little Eagle;light aircraft;Aircraft;2015;Yes;5;Yes;2017;No;New;0.2400;0.2400;1.2;No
61449;Dominican Republic;Colombia;A-37B Dragonfly;ground attack ac;Aircraft;2017;No;2;No;2017;No;Second hand;5.0000;2;4;No
61450;United States;Colombia;Cessna-208 Caravan;light transport ac;Aircraft;2016;Yes;1;Yes;2017;No;New;1.0000;1.0000;1;No
57710;United States;Singapore;JDAM;guided bomb;Missiles;2015;No;460;Yes;2017;Yes;New;0.0200;0.0200;9.2;No
60076;United States;Canada;RQ-21 Blackjack;UAV;Aircraft;2016;No;5;No;2017;No;New;0.0700;0.0700;0.35;No
57969;Germany;Qatar;Fennek;reconnaissance AV;Armoured vehicles;2014;Yes;25;No;2017;No;New;0.3000;0.3000;7.5;No
53893;United States;Brazil;AAV-7RAM/RS;APC;Armoured vehicles;2015;No;2;Yes;2017;No;New;1.2000;1.2000;2.4;No
57816;United States;Indonesia;King Air;light transport ac;Aircraft;2016;Yes;1;No;2017;No;New;2.8500;2.8500;2.85;No
60100;Italy;Unknown recipient(s);Falco;UAV;Aircraft;2016;Yes;1;Yes;2017;No;New;0.2000;0.2000;0.2;No
4963;United States;Japan;CH-47D Chinook;transport helicopter;Aircraft;1984;No;1;Yes;2017;No;New;18.0000;18.0000;18;Yes
59027;Germany;Australia;EC135;light helicopter;Aircraft;2014;No;9;Yes;2016;No;New;2.2500;2.2500;20.25;No
59027;Germany;Australia;EC135;light helicopter;Aircraft;2014;No;5;Yes;2017;No;New;2.2500;2.2500;11.25;No
60289;Germany;Thailand;IRIS-T;BVRAAM;Missiles;2014;Yes;30;Yes;2017;Yes;New;0.2000;0.2000;6;No
58928;Germany;Norway;Wisent-2;AEV/ARV;Armoured vehicles;2015;No;1;No;2017;No;New;2.2500;2.2500;2.25;No
39890;Netherlands;Jordan;F-16C;FGA aircraft;Aircraft;2013;Yes;15;No;2017;No;Second hand;28.5000;11.4;171;No
53957;United States;Taiwan;AAQ-33 Sniper;aircraft EO system;Sensors;2015;No;2;Yes;2017;Yes;New;1.0000;1.0000;2;No
55996;United States;Singapore;AIM-120C AMRAAM;BVRAAM;Missiles;2014;No;50;Yes;2017;Yes;New;0.6000;0.6000;30;No
58766;Turkey;Turkmenistan;Dearsan 33m FAC;FAC;Ships;2014;Yes;2;Yes;2017;No;New;31.0000;31.0000;62;No
59353;Italy;Turkmenistan;Marte-2;anti-ship missile;Missiles;2014;Yes;10;Yes;2017;Yes;New;0.5000;0.5000;5;No
59354;Germany;Turkmenistan;MTU-4000;diesel engine;Engines;2014;No;4;Yes;2017;Yes;New;2.0000;2.0000;8;No
56417;Turkey;Bahrain;Cobra;APV;Armoured vehicles;2011;Yes;37;Yes;2016;No;New;0.1500;0.1500;5.55;No
59658;United States;Denmark;GBU-39 SDB;guided bomb;Missiles;2015;Yes;100;Yes;2016;Yes;New;0.0200;0.0200;2;No
50954;Netherlands;United Kingdom;SMART-L;air/sea search radar;Sensors;2009;No;1;No;2017;No;New;15.0000;15.0000;15;No
58148;France;Sri Lanka;20PA6;diesel engine;Engines;2014;Yes;2;No;2017;No;New;4.0000;4.0000;8;No
60230;Russia;Algeria;9M120 Ataka;anti-tank missile;Missiles;2013;No;400;Yes;2017;Yes;New;0.0400;0.0400;16;No
37778;United States;Singapore;C-9;diesel engine;Engines;2009;No;25;Yes;2017;No;New;0.0800;0.0800;2;No
59907;United States;Finland;GMLRS;guided rocket;Missiles;2016;No;90;Yes;2017;Yes;New;0.0800;0.0800;7.2;No
60043;United States;Israel;GMLRS;guided rocket;Missiles;2016;No;500;Yes;2017;Yes;New;0.0800;0.0800;40;No
59131;United Kingdom;Thailand;Starstreak;portable SAM;Missiles;2015;No;80;Yes;2017;Yes;New;0.1200;0.1200;9.6;No
59131;United Kingdom;Thailand;Starstreak;portable SAM;Missiles;2015;No;80;Yes;2016;Yes;New;0.1200;0.1200;9.6;No
58757;France;Egypt;TALIOS;aircraft EO system;Sensors;2015;No;4;Yes;2017;Yes;New;1.0000;1.0000;4;No
61009;Russia;Armenia;BM-9A52 Smerch;self-propelled MRL;Artillery;2015;No;2;No;2016;No;New;1.2000;1.2000;2.4;No
60142;Germany;United Kingdom;EC135;light helicopter;Aircraft;2015;No;25;No;2017;No;New;2.2500;2.2500;56.25;No
34601;China;Pakistan;PL-12;BVRAAM;Missiles;2006;Yes;50;Yes;2017;Yes;New;0.4000;0.4000;20;No
59893;United States;Jordan;GMLRS;guided rocket;Missiles;2016;No;100;Yes;2017;Yes;New;0.0800;0.0800;8;No
60355;France;Mali;AS-532 Cougar/AS-332;transport helicopter;Aircraft;2016;No;1;No;2016;No;Second hand;7.2500;2.9;2.9;No
35167;United States;Japan;RIM-162 ESSM;SAM;Missiles;2004;No;25;Yes;2017;No;New;0.4000;0.4000;10;Yes
61304;United Kingdom;Bahrain;C-130J Hercules;transport aircraft;Aircraft;2017;No;2;Yes;2018;Yes;Second hand;35.0000;14;28;No
58197;China;Pakistan;LY-80 SAMS;SAM system;Air defence systems;2014;Yes;1;Yes;2016;No;New;50.0000;50.0000;50;No
51594;Brazil;Lebanon;EMB-314 Super Tucano;trainer/combat ac;Aircraft;2015;No;2;No;2017;No;New;4.4000;4.4000;8.8;No
56893;United States;Greece;CH-47D Chinook;transport helicopter;Aircraft;2015;No;3;Yes;2017;No;Second hand;18.0000;7.2;21.6;No
58753;Russia;Algeria;Kornet;anti-tank missile;Missiles;2014;Yes;1500;Yes;2017;Yes;New;0.0400;0.0400;60;No
60324;United Kingdom;Finland;G-115;trainer aircraft;Aircraft;2016;No;23;Yes;2017;No;Second hand;0.1000;0.04;0.92;No
61440;Sweden;Finland;NLAW;anti-tank missile;Missiles;2017;No;500;Yes;2018;No;New;0.0100;0.0100;5;No
38895;Sweden;United States;SAK-70 Mk-2 57mm;naval gun;Naval weapons;2004;Yes;3;No;2017;No;New;2.5000;2.5000;7.5;Yes
58599;Canada;Lebanon;PT6;turboprop/turboshaft;Engines;2015;No;3;Yes;2017;No;New;0.5000;0.5000;1.5;No
55750;Russia;India;AL-31;turbofan;Engines;2012;No;80;Yes;2017;No;New;3.2500;3.2500;260;No
55206;Germany;United States;MTU-1163;diesel engine;Engines;2003;Yes;2;No;2017;No;New;2.0000;2.0000;4;No
54818;United States;South Korea;Harpoon Block-2;anti-ship missile/SSM;Missiles;2012;Yes;5;No;2017;No;New;1.0000;1.0000;5;No
59326;United States;Turkey;JDAM;guided bomb;Missiles;2015;No;650;Yes;2017;Yes;New;0.0200;0.0200;13;No
57961;Germany;United States;EC145;light helicopter;Aircraft;2014;No;20;Yes;2017;No;New;3.2500;3.2500;65;Yes
55122;Russia;China;AL-31;turbofan;Engines;2011;No;4;Yes;2017;No;New;3.2500;3.2500;13;No
60042;Italy;Saudi Arabia;RAT-31S;air search radar;Sensors;2016;No;2;Yes;2016;Yes;New;12.0000;12.0000;24;No
60042;Italy;Saudi Arabia;RAT-31S;air search radar;Sensors;2016;No;4;Yes;2017;No;New;12.0000;12.0000;48;No
58809;Germany;Saudi Arabia;EC145;light helicopter;Aircraft;2016;No;10;Yes;2017;Yes;New;3.2500;3.2500;32.5;No
58706;United States;Saudi Arabia;Patriot Configuration-3;SAM/ABM system;Air defence systems;2015;No;1;Yes;2017;Yes;New;55.0000;55.0000;55;No
58744;United States;France;C-130J-30 Hercules;transport aircraft;Aircraft;2016;No;1;No;2017;No;New;37.5000;37.5000;37.5;No
58790;France;Jordan;I-Master;AGS/MP radar;Sensors;2014;No;1;No;2017;Yes;New;2.5000;2.5000;2.5;No
58954;Canada;Jordan;PT6;turboprop/turboshaft;Engines;2015;No;8;Yes;2017;No;New;0.5000;0.5000;4;No
60337;United States;Jordan;TPS-77;air search radar;Sensors;2016;No;1;Yes;2017;Yes;New;11.0000;11.0000;11;No
53945;United States;Bahrain;BGM-71 TOW;anti-tank missile;Missiles;2016;No;232;Yes;2017;Yes;New;0.0100;0.0100;2.32;No
57642;Sweden;Thailand;ARTHUR;arty locating radar;Sensors;2014;No;1;Yes;2017;Yes;New;4.0000;4.0000;4;No
59240;Italy;Thailand;AW139;helicopter;Aircraft;2015;No;2;Yes;2017;Yes;New;6.0000;6.0000;12;No
36074;Ukraine;Thailand;T-84 Oplot;tank;Armoured vehicles;2011;No;16;No;2017;No;New;4.0000;4.0000;64;No
34767;China;Thailand;WS-1B 302mm;self-propelled MRL;Artillery;2008;Yes;4;Yes;2017;Yes;New;0.7500;0.7500;3;Yes
38033;France;China;AS565S Panther;ASW helicopter;Aircraft;1980;Yes;1;Yes;2017;Yes;New;9.5000;9.5000;9.5;Yes
57817;Czechia;Iraq;L-159A ALCA;FGA aircraft;Aircraft;2014;Yes;3;Yes;2017;Yes;Second hand;10.0000;4;12;No
59006;Czechia;Hungary;Z-142/Z-242L;trainer aircraft;Aircraft;2016;Yes;2;No;2017;No;New;0.1000;0.1000;0.2;No
60726;Slovakia;Senegal;Mi-24V/Mi-35;combat helicopter;Aircraft;2016;No;3;No;2017;No;Second hand;8.5000;3.4;10.2;No
58665;China;Bangladesh;LPC-1;corvette;Ships;2014;No;2;No;2017;No;New;64.0000;64.0000;128;Yes
53596;China;Bangladesh;C-704;anti-ship missile;Missiles;2011;Yes;8;Yes;2013;Yes;New;0.6000;0.6000;4.8;No
53597;France;Bangladesh;PA6;diesel engine;Engines;2011;Yes;4;No;2017;No;New;2.5000;2.5000;10;No
28257;Russia;Iran;Malyutka;anti-tank missile;Missiles;1995;Yes;100;Yes;2017;Yes;New;0.0100;0.0100;1;Yes
58939;Israel;Brazil;EL/M-2022;MP aircraft radar;Sensors;2014;No;1;No;2017;No;New;2.5000;2.5000;2.5;No
57243;Italy;Qatar;Kronos;multi-function radar;Sensors;2015;No;2;Yes;2017;Yes;New;10.0000;10.0000;20;No
61572;Canada;Panama;DHC-6 Twin Otter;transport aircraft;Aircraft;2017;No;1;No;2017;No;New;2.5000;2.5000;2.5;No
39377;France;India;Mirage-2000-5;FGA aircraft;Aircraft;2011;No;3;Yes;2017;No;New;31.0000;31.0000;93;Yes
50311;United States;Saudi Arabia;F-15 Advanced Eagle;FGA aircraft;Aircraft;2011;No;26;Yes;2017;No;New;75.0000;75.0000;1950;No
61528;China;Qatar;SY-400;self-propelled MRL;Artillery;2016;No;2;Yes;2017;No;New;1.2000;1.2000;2.4;No
59712;Germany;Jordan;Marder-1A3;IFV;Armoured vehicles;2016;No;9;No;2017;No;Second hand but modernized;1.7000;1.122;10.098;No
60194;Russia;Syria;BPM-97;APC;Armoured vehicles;2014;Yes;10;Yes;2014;Yes;New;0.1500;0.1500;1.5;No
61564;Ukraine;Senegal;BM-21 Grad 122mm;self-propelled MRL;Artillery;2016;Yes;6;No;2017;No;Second hand but modernized;0.4500;0.297;1.782;No
61362;Unknown supplier(s);Libya HoR*;Caiman;APC;Armoured vehicles;2017;Yes;10;Yes;2017;No;Second hand;0.2500;0.1;1;No
61367;United States;Pakistan;Island;patrol craft;Ships;2016;No;2;No;2017;No;Second hand;9.2000;3.68;7.36;No
57734;United States;Singapore;F-15E Strike Eagle;FGA aircraft;Aircraft;2014;Yes;1;No;2017;No;New;70.0000;70.0000;70;No
39608;Switzerland;Germany;Skyshield-35;AA gun system;Air defence systems;2009;No;1;No;2011;No;New;15.0000;15.0000;15;No
59546;United States;Thailand;Saab-340;transport aircraft;Aircraft;2016;No;2;No;2017;No;Second hand;7.0000;2.8;5.6;No
34823;United States;Taiwan;S-70/UH-60L;helicopter;Aircraft;2012;Yes;12;Yes;2017;No;New;7.2500;7.2500;87;No
60880;United States;Colombia;S-70/UH-60A;helicopter;Aircraft;2016;Yes;10;No;2017;No;Second hand;6.5000;2.6;26;No
30906;France;India;SM-39 Exocet;anti-ship missile;Missiles;2005;No;3;Yes;2017;No;New;0.9000;0.9000;2.7;No
60573;Jordan;United States;F-5E Tiger-2;FGA aircraft;Aircraft;2016;No;17;Yes;2017;No;Second hand;10.5000;4.2;71.4;No
61406;Netherlands;Myanmar;Fokker-70;transport aircraft;Aircraft;2016;Yes;2;No;2017;No;Second hand;22.0000;8.8;17.6;No
36095;United States;India;F404;turbofan;Engines;2007;No;3;Yes;2016;No;New;2.2000;2.2000;6.6;No
61527;China;Qatar;BP-12A;SSM;Missiles;2016;Yes;12;Yes;2017;Yes;New;2.2500;2.2500;27;No
61531;UAE;Libya HoR*;N35;APC;Armoured vehicles;2017;Yes;10;Yes;2017;No;New;0.4500;0.4500;4.5;No
36095;United States;India;F404;turbofan;Engines;2007;No;4;Yes;2017;No;New;2.2000;2.2000;8.8;No
29307;Sweden;Mexico;SAK-70 Mk-2 57mm;naval gun;Naval weapons;2014;No;1;No;2017;No;New;2.5000;2.5000;2.5;No
61533;Denmark;Mexico;Scanter-2001;sea search radar;Sensors;2014;Yes;1;No;2016;No;New;1.0000;1.0000;1;No
61533;Denmark;Mexico;Scanter-2001;sea search radar;Sensors;2014;Yes;1;No;2017;No;New;1.0000;1.0000;1;No
58358;Israel;Brazil;RecceLite;aircraft recce system;Sensors;2006;No;1;Yes;2017;Yes;New;4.0000;4.0000;4;No
61534;Israel;Singapore;Spike-SR;anti-tank missile;Missiles;2016;Yes;100;Yes;2017;No;New;0.0200;0.0200;2;No
60572;Canada;Panama;DHC-6 Twin Otter;transport aircraft;Aircraft;2016;No;1;No;2016;No;New;2.5000;2.5000;2.5;No
61573;Italy;Panama;AW139;helicopter;Aircraft;2017;No;2;No;2017;No;New;6.0000;6.0000;12;No
54209;United States;Indonesia;AH-64E Apache;combat helicopter;Aircraft;2014;Yes;3;No;2017;No;New;15.0000;15.0000;45;No
61226;Russia;Algeria;TOS-1;self-propelled MRL;Artillery;2015;Yes;4;Yes;2016;Yes;New;1.2000;1.2000;4.8;No
59432;Russia;Algeria;Tigr;APV;Armoured vehicles;2015;No;6;Yes;2017;Yes;New;0.1500;0.1500;0.9;No
60809;Spain;Kazakhstan;C-295;transport aircraft;Aircraft;2017;No;2;No;2017;No;New;12.0000;12.0000;24;No
60810;Canada;Kazakhstan;PW100;turboprop/turboshaft;Engines;2017;No;4;Yes;2017;No;New;1.0000;1.0000;4;No
60388;China;Sudan;FTC-2000;trainer/combat aircraft;Aircraft;2015;Yes;3;Yes;2017;Yes;New;10.0000;10.0000;30;No
61539;United States;Iraq;HMMWV Up-Armoured;APV;Armoured vehicles;2017;No;134;No;2017;No;New;0.1400;0.1400;18.76;No
54202;China;Indonesia;Type-347G;fire control radar;Sensors;2009;Yes;5;Yes;2016;Yes;New;2.5000;2.5000;12.5;No
59434;Russia;Kazakhstan;Su-30MK;FGA aircraft;Aircraft;2015;Yes;2;No;2017;No;New;55.0000;55.0000;110;No
58953;Switzerland;Jordan;PC-21;trainer aircraft;Aircraft;2016;No;8;No;2017;No;New;4.9000;4.9000;39.2;No
60334;United States;Afghanistan;HMMWV Up-Armoured;APV;Armoured vehicles;2016;No;433;No;2017;No;New;0.1400;0.1400;60.62;No
59710;Poland;Unknown recipient(s);Warmate;loitering munition;Missiles;2016;Yes;50;Yes;2017;Yes;New;0.0600;0.0600;3;No
58684;Bulgaria;Iraq;2B11 120mm;mortar;Artillery;2014;Yes;280;Yes;2016;No;Second hand;0.0500;0.02;5.6;No
61562;Israel;Cyprus;OPV-64;patrol craft;Ships;2015;No;1;No;2017;No;New;22.5000;22.5000;22.5;No
59151;United States;United Kingdom;Paveway;guided bomb;Missiles;2015;No;375;Yes;2017;Yes;New;0.0200;0.0200;7.5;No
55037;Germany;India;Do-228;light transport ac;Aircraft;2015;Yes;2;Yes;2017;Yes;New;2.2000;2.2000;4.4;Yes
58768;Spain;Saudi Arabia;C-295;transport aircraft;Aircraft;2015;No;1;No;2015;No;New;12.0000;12.0000;12;No
59466;Canada;Saudi Arabia;PW100;turboprop/turboshaft;Engines;2015;No;2;No;2015;No;New;1.0000;1.0000;2;No
59466;Canada;Saudi Arabia;PW100;turboprop/turboshaft;Engines;2015;No;2;No;2017;No;New;1.0000;1.0000;2;No
56661;Germany;Singapore;Leopard-2A4;tank;Armoured vehicles;2012;No;18;Yes;2017;No;Second hand but modernized;4.0000;2.64;47.52;No
59739;Colombia;Honduras;BAL-C;landing craft;Ships;2016;Yes;1;No;2017;No;New;10.0000;10.0000;10;No
56230;Indonesia;Senegal;CN-235;transport aircraft;Aircraft;2014;No;1;No;2017;No;New;8.8000;8.8000;8.8;No
52586;United States;Israel;Namer;APC/IFV;Armoured vehicles;2011;No;30;Yes;2017;Yes;New;1.5000;1.5000;45;Yes
59779;United States;Jordan;ISB4;diesel engine;Engines;2014;No;5;Yes;2017;No;New;0.0800;0.0800;0.4;No
58852;United States;Jordan;Caiman;APC;Armoured vehicles;2014;No;100;Yes;2017;Yes;Second hand;0.2500;0.1;10;No
60412;India;Sri Lanka;Samarth;OPV;Ships;2014;No;1;No;2017;No;New;37.0000;37.0000;37;No
58025;United States;Egypt;Swiftships-93;patrol craft;Ships;2014;No;4;Yes;2016;No;New;4.5000;4.5000;18;Yes
58025;United States;Egypt;Swiftships-93;patrol craft;Ships;2014;No;2;Yes;2017;Yes;New;4.5000;4.5000;9;Yes
30916;Italy;Poland;M-346 Master;trainer/combat ac;Aircraft;2014;No;8;No;2017;No;New;8.5000;8.5000;68;No
59483;Thailand;Malaysia;First Win;APC/APV;Armoured vehicles;2015;No;10;Yes;2017;No;New;0.2100;0.2100;2.1;No
60605;United States;Malaysia;6BT;diesel engine;Engines;2015;No;10;Yes;2017;No;New;0.0300;0.0300;0.3;No
34235;Portugal;Romania;F-16C;FGA aircraft;Aircraft;2013;No;3;No;2017;No;Second hand but modernized;28.5000;18.81;56.43;No
61577;China;Slovakia;A319;transport aircraft;Aircraft;2016;No;1;No;2017;No;Second hand;33.0000;13.2;13.2;No
52545;Germany;Kazakhstan;EC145;light helicopter;Aircraft;2010;No;4;Yes;2017;Yes;New;3.2500;3.2500;13;No
28617;Russia;Iran;Fagot;anti-tank missile;Missiles;1991;Yes;100;Yes;2017;Yes;New;0.0100;0.0100;1;Yes
55740;Russia;Kazakhstan;BTR-82A;IFV;Armoured vehicles;2012;Yes;30;Yes;2015;Yes;New;0.9500;0.9500;28.5;No
55740;Russia;Kazakhstan;BTR-82A;IFV;Armoured vehicles;2012;Yes;30;Yes;2016;Yes;New;0.9500;0.9500;28.5;No
55740;Russia;Kazakhstan;BTR-82A;IFV;Armoured vehicles;2012;Yes;30;Yes;2017;Yes;New;0.9500;0.9500;28.5;No
57209;South Africa;Jordan;Mbombe-6;APC;Armoured vehicles;2014;No;5;No;2017;No;New;0.3200;0.3200;1.6;Yes
60991;Russia;Egypt;Protivnik-GE;air search radar;Sensors;2015;Yes;1;Yes;2016;Yes;New;13.0000;13.0000;13;No
55792;United States;Colombia;UH-1H Huey-2;helicopter;Aircraft;2011;No;1;Yes;2014;No;New;3.1000;3.1000;3.1;No
55792;United States;Colombia;UH-1H Huey-2;helicopter;Aircraft;2011;No;1;Yes;2016;No;New;3.1000;3.1000;3.1;No
